Full Name,Win Rate,Total Fight,Win,Lose,Draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub. Avg
Sterling Ford,0.681818182,22,15,7,0,"5' 10""",155 lbs.,--,,"Mar 12, 1986",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Claudionor Fontinelle,0.384615385,26,10,15,1,"5' 5""",185 lbs.,--,Orthodox,--,2.62,0.42,10.25,0.28,0.00,0.00,0.00,0
Cody Floyd,1,2,2,0,0,--,--,--,,"Jul 18, 1988",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Glaico Franca Moreira,0.75,20,15,5,0,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3
Sam Fulton,0,2,0,2,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
John Franchi,0.75,8,6,2,0,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982",1.83,0.48,2.59,0.48,2.68,0.80,0.40,0.3
Chance Farrar,0.727272727,11,8,3,0 (1 NC),"5' 9""",145 lbs.,--,Southpaw,"Sep 11, 1975",0.81,0.22,2.21,0.67,3.02,1.00,0.00,0
Katsuhisa Fujii,0.321428571,28,9,18,1,"6' 0""",205 lbs.,--,Orthodox,"Aug 15, 1972",4,0.50,4.43,0.64,2.14,0.25,0.50,2.1
Masio Fullen,0.611111111,18,11,7,0,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986",2.46,0.32,3.50,0.54,0.47,0.33,0.69,0
Gabriella Fernandes,0.727272727,11,8,3,0,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993",1.63,0.47,2.70,0.47,0.00,0.00,0.61,0
AJ Fletcher,0.769230769,13,10,3,0,"5' 10""",170 lbs.,"67""",Switch,"Feb 18, 1997",3.36,0.49,4.61,0.46,1.54,0.35,0.33,0.9
Ty Flores,0.7,10,7,3,0,"6' 3""",205 lbs.,"73""",Switch,"Dec 22, 1993",2,0.37,7.80,0.25,1.00,0.09,0.00,0
Brandon Foxworth,0.818181818,22,18,4,0,"5' 11""",145 lbs.,--,Orthodox,"Apr 28, 1979",1.33,0.32,4.59,0.50,0.00,0.00,0.00,0
Rodney Faverus,0.555555556,45,25,20,3 (1 NC),"6' 0""",215 lbs.,--,Southpaw,--,2.3,0.53,1.60,0.54,4.50,1.00,0.25,0
Kenny Florian,0.7,20,14,6,0,"5' 10""",145 lbs.,"74""",Southpaw,"May 26, 1976",2.41,0.40,1.85,0.63,2.22,0.33,0.60,1.3
Rafael Freitas,0.333333333,9,3,6,0 (1 NC),--,205 lbs.,--,Orthodox,--,2,0.29,8.00,0.51,11.25,0.50,0.00,0
Alexandre Ferreira,0.75,24,18,6,0,"5' 7""",205 lbs.,--,Orthodox,"Apr 25, 1979",2.57,0.60,8.14,0.42,0.00,0.00,0.00,0
Jan Finney,0.47826087,23,11,12,0,"5' 8""",135 lbs.,--,Orthodox,--,2.16,0.28,8.75,0.42,0.77,0.11,0.25,0
Alejandro Flores,0.85,20,17,3,0,"5' 10""",145 lbs.,"73""",Orthodox,"Aug 06, 1991",3.66,0.40,2.02,0.54,0.00,0.00,0.00,0
Timo Feucht,0.888888889,9,8,1,0,"6' 3""",205 lbs.,"79""",Orthodox,"Jan 18, 1996",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Rafael Fiziev,0.8,15,12,3,0,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",4.9,0.51,4.97,0.49,0.29,0.40,0.89,0
Renee Forte,0.666666667,12,8,4,0,"5' 7""",155 lbs.,"71""",Orthodox,"Mar 27, 1987",2.08,0.32,2.12,0.63,2.32,0.58,0.66,0
Francisco France,0.684210526,19,13,5,1,"6' 0""",205 lbs.,--,,"Jan 21, 1983",0.54,0.33,3.51,0.27,0.00,0.00,0.00,6.1
Gary Frazier,0.5,6,3,3,0,"6' 0""",245 lbs.,--,Orthodox,--,1.5,0.39,2.77,0.46,0.00,0.00,1.00,0
Willamy Freire,0.8125,32,26,6,0,"5' 8""",155 lbs.,--,Orthodox,"Jul 28, 1987",1.53,0.37,0.93,0.62,0.50,1.00,0.73,0
Kazuyuki Fujita,0.555555556,27,15,12,0,"6' 0""",235 lbs.,--,Orthodox,"Oct 16, 1970",1.05,0.49,1.99,0.52,2.78,0.36,0.85,0.6
Andre Fialho,0.666666667,24,16,8,0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",3.3,0.41,6.26,0.45,0.25,1.00,0.66,0
Feng Pengchao,0.6,25,15,9,1,--,135 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
JP Felty,0.444444444,9,4,5,0,--,170 lbs.,--,,"Apr 28, 1979",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Rhadi Ferguson,1,3,3,0,0,"5' 7""",205 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Manon Fiorot,0.923076923,13,12,1,0,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",6.26,0.41,3.77,0.68,1.17,0.42,0.93,0
Caros Fodor,0.647058824,17,11,6,0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 07, 1984",2.76,0.54,2.83,0.54,2.10,0.25,0.50,0
Jon Fitch,0.810810811,37,30,7,1 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Feb 24, 1978",2.61,0.50,1.65,0.54,3.60,0.51,0.56,0.8
Zoila Frausto,0.722222222,18,13,5,0,"5' 4""",135 lbs.,--,Orthodox,--,0.77,0.31,1.64,0.53,0.00,0.00,0.57,0
Jason Freeman,0.6,10,6,4,0 (1 NC),"6' 2""",225 lbs.,--,,"Sep 02, 1976",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Tony Fryklund,0.583333333,24,14,9,1,"6' 0""",185 lbs.,--,Orthodox,"Mar 26, 1971",3.49,0.39,6.50,0.43,0.00,0.00,0.66,0.5
Chris Fishgold,0.782608696,23,18,4,1,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2.01,0.32,2.70,0.46,2.59,0.46,0.44,1.3
Jesse Forbes,0.75,20,15,5,0,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984",2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2
Josh Fremd,0.6875,16,11,5,0,"6' 4""",185 lbs.,"76""",Orthodox,"Jan 15, 1994",2.93,0.43,2.63,0.47,0.84,0.25,0.31,1.4
Rinat Fakhretdinov,0.913043478,23,21,1,1,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 28, 1991",4.05,0.56,2.16,0.52,4.25,0.46,1.00,0.3
Urijah Faber,0.760869565,46,35,11,0,"5' 6""",135 lbs.,"67""",Orthodox,"May 14, 1979",2.65,0.40,2.59,0.64,1.54,0.30,0.58,0.8
Ian Freeman,0.714285714,28,20,7,1,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966",2.54,0.48,3.11,0.44,1.44,0.40,0.80,0.7
Mason Fowler,1,2,2,0,0,"5' 11""",170 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Lucas Fernando,0.818181818,11,9,2,0,"6' 3""",185 lbs.,"80""",,"Jan 10, 1997",1.87,0.51,4.73,0.38,3.00,0.30,0.00,1
Jeremy  Freitag,0.375,16,6,10,0,"6' 1""",205 lbs.,--,,--,0,0.00,8.37,0.19,0.00,0.00,0.33,1.9
Ricardo Funch,0.6,15,9,6,0,"5' 10""",170 lbs.,"74""",Southpaw,"Aug 14, 1980",2.61,0.65,3.57,0.40,1.24,0.18,0.60,0
Xiaocan Feng,0.8,10,8,2,0,--,115 lbs.,--,,"Dec 11, 2001",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Travis Fulton,0.826797386,306,253,53,10 (1 NC),"6' 0""",240 lbs.,--,Orthodox,"May 29, 1977",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Justin Frazier,0.769230769,13,10,3,0,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989",1.11,0.66,6.11,0.04,0.00,0.00,0.00,0
Ron Faircloth,0.622641509,53,33,20,0 (1 NC),"5' 9""",205 lbs.,--,Orthodox,"Aug 16, 1979",0.39,0.40,8.90,0.42,0.00,0.00,0.00,0
Carlos Felipe,0.846153846,13,11,2,0,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,0.45,5.60,0.50,0.00,0.00,0.72,0
Brady Fink,0.4,5,2,3,0,"6' 0""",183 lbs.,--,Orthodox,--,1.69,0.41,1.69,0.61,3.63,0.25,0.00,3.6
Scott Ferrozzo,0.666666667,6,4,2,0,"5' 11""",323 lbs.,--,Orthodox,"Apr 26, 1965",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Francisco Figueiredo,0.722222222,18,13,5,1 (1 NC),"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989",2.04,0.61,2.59,0.61,2.51,0.75,0.76,0.4
Kelly Faszholz,0.666666667,6,4,2,0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,0.48,3.61,0.52,0.00,0.00,0.44,0
Brunno Ferreira,0.916666667,12,11,1,0,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",5,0.50,4.17,0.48,1.25,0.16,0.66,0
Brian Foster,0.72972973,37,27,10,0,"5' 9""",170 lbs.,"71""",Orthodox,"Apr 03, 1984",3.3,0.39,1.63,0.65,3.67,0.60,0.37,1.8
Xavier Foupa-Pokam,0.592592593,54,32,22,0,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982",1.47,0.43,2.50,0.49,0.00,0.00,0.16,0
Megumi Fujii,0.896551724,29,26,3,0,"5' 3""",113 lbs.,--,,"Apr 26, 1974",2.4,0.42,0.00,1.00,0.00,0.00,0.00,12
Marcel Fortuna,0.75,12,9,3,0,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985",3.83,0.46,4.52,0.64,0.45,0.08,0.75,0.5
Bartosz Fabinski,0.75,20,15,5,0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1986",2.23,0.68,1.46,0.51,7.10,0.70,0.80,0
Emily Fernandez,#DIV/0!,0,0,0,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mirko Filipovic,0.760869565,46,35,11,2 (1 NC),"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974",2.11,0.50,1.89,0.63,0.19,0.40,0.78,0.3
Nick Fiore,0.75,8,6,2,0,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 10, 1997",2.83,0.46,7.93,0.42,2.50,0.45,0.71,0
Bibiano Fernandes,0.869565217,23,20,3,0,"5' 7""",139 lbs.,--,Orthodox,"Mar 30, 1980",2.91,0.40,2.02,0.72,3.97,0.53,0.77,0.6
Brodie Farber,0.695652174,23,16,7,0,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,0.45,2.17,0.53,0.90,0.50,0.20,0.9
Luigi Fioravanti,0.634146341,41,26,15,0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,0.42,2.21,0.69,3.76,0.63,0.67,0.9
Codale Ford,0.55,20,11,9,0,"5' 9""",170 lbs.,--,,"May 13, 1979",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Riki Fukuda,0.727272727,33,24,9,0 (1 NC),"6' 0""",185 lbs.,"73""",Southpaw,"Jan 06, 1981",4.24,0.43,3.71,0.64,2.17,0.43,0.70,0
Paulo Filho,0.71875,32,23,6,3,"5' 8""",185 lbs.,--,Southpaw,"May 24, 1978",1.86,0.48,1.67,0.66,2.40,0.32,0.42,1.6
Luke Flores,0.818181818,11,9,2,0,"6' 0""",155 lbs.,"73""",Southpaw,"Mar 17, 1988",1.56,0.44,1.88,0.60,0.00,0.00,0.40,1.2
Rob Font,0.714285714,28,20,8,0,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",5.53,0.45,3.65,0.56,0.89,0.35,0.46,0.3
Donavon Frelow,0.666666667,9,6,3,0,"5' 7""",135 lbs.,--,Orthodox,"Jan 20, 1985",2.4,0.27,3.20,0.52,1.00,1.00,0.26,0
Jesse Finney,0.833333333,6,5,1,0,"6' 0""",170 lbs.,--,,"Jul 11, 1974",0,0.00,0.00,0.00,0.00,0.00,0.00,0
AJ Fonseca,0.555555556,9,5,4,0,"5' 4""",145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Drew Fickett,0.666666667,63,42,21,0,"5' 10""",155 lbs.,"70""",Orthodox,"Dec 14, 1979",2.33,0.41,2.29,0.57,1.30,0.35,0.30,2.2
Rich Franklin,0.805555556,36,29,7,0 (1 NC),"6' 1""",185 lbs.,"76""",Southpaw,"Oct 05, 1974",4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7
Mike French,0.473684211,19,9,10,0,"5' 10""",145 lbs.,--,,"May 29, 1975",0.23,0.23,2.17,0.42,0.00,0.00,0.22,1
Colin Fletcher,0.636363636,22,14,8,0,"6' 2""",155 lbs.,--,Orthodox,"Jan 08, 1983",3.1,0.34,2.97,0.62,0.00,0.00,0.27,0
Cezar Ferreira,0.619047619,21,13,8,0,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 15, 1985",1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5
Brianna Fortino,0.75,12,9,3,0,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",3.53,0.41,3.23,0.57,2.50,0.45,0.66,0
Matt Frevola,0.6875,16,11,4,1,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",3.71,0.42,3.57,0.59,2.59,0.40,0.42,0.9
Don Frye,0.689655172,29,20,9,1 (1 NC),"6' 1""",219 lbs.,--,Orthodox,"Nov 23, 1965",2.87,0.64,3.57,0.37,0.91,0.57,0.45,0.7
Jason Fairn,0.444444444,9,4,5,0,"6' 1""",230 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Deiveson Figueiredo,0.851851852,27,23,3,1,"5' 5""",135 lbs.,"68""",Orthodox,"Dec 18, 1987",3.01,0.55,3.38,0.50,1.65,0.42,0.58,1.7
Edwin Figueroa,0.642857143,14,9,5,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 31, 1984",2.57,0.39,3.06,0.51,0.20,1.00,0.37,0.6
Anthony Figueroa,0.55,20,11,8,1,"5' 4""",135 lbs.,--,Orthodox,--,2.37,0.48,3.77,0.49,0.00,0.00,0.58,0
Spencer Fisher,0.727272727,33,24,9,0,"5' 7""",155 lbs.,"68""",Southpaw,"May 09, 1976",3.17,0.43,3.03,0.64,0.67,0.30,0.60,0.8
Darrius Flowers,0.6,20,12,7,1,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1994",2.94,0.54,5.16,0.43,0.63,0.20,0.60,0
Jesse Fujarczyk,0.5,4,2,2,0,"6' 4""",225 lbs.,--,Southpaw,"Jan 28, 1983",1.03,0.33,4.91,0.38,0.00,0.00,0.25,0
Patricio Freire,0.866666667,30,26,4,0,"5' 5""",145 lbs.,"65""",,"Jul 07, 1987",2.84,0.41,4.43,0.60,0.60,0.18,0.94,0.6
Bobby Flynn,0.6,10,6,4,0,--,170 lbs.,--,,--,0.38,0.25,0.77,0.00,0.00,0.00,0.00,0
Hermes Franca,0.585365854,41,24,17,0 (1 NC),"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
Katsuaki Furuki,0.5,2,1,1,0,"6' 0""",168 lbs.,--,,"Nov 10, 1980",0.27,0.10,2.67,0.39,0.00,0.00,0.00,3
Bryanna Fissori,0.333333333,6,2,4,0,"5' 4""",145 lbs.,--,,--,1.4,0.46,1.20,0.57,2.00,0.25,0.50,0
Jinh Yu Frey,0.523809524,21,11,10,0,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",2.97,0.43,4.23,0.52,1.02,0.36,0.90,0.3
Adam Fugitt,0.692307692,13,9,4,0,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",4.3,0.54,5.13,0.48,3.43,0.33,0.50,0
Kevin Ferguson,0.714285714,7,5,2,0 (1 NC),"6' 2""",235 lbs.,"77""",Orthodox,"Feb 08, 1974",2.3,0.50,3.41,0.38,3.10,0.72,0.36,1.2
Artem Frolov,1,11,11,0,0,"5' 10""",185 lbs.,--,,"Sep 07, 1991",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Paul Felder,0.739130435,23,17,6,0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Kaue Fernandes,0.8,10,8,2,0,"5' 9""",155 lbs.,"73""",Orthodox,"Mar 17, 1995",1.53,0.54,0.87,0.59,1.00,1.00,0.62,0
Isi Fitikefu,1,6,6,0,0,"5' 10""",205 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Melinda Fabian,0.4,10,4,4,2,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 25, 1987",4.03,0.41,4.00,0.62,0.00,0.00,1.00,0
Joao Paulo Faria,0.5,2,1,1,0,"5' 9""",155 lbs.,--,,--,6.69,0.64,2.09,0.85,1.25,0.50,0.00,1.2
Ron Fields,0.459016393,61,28,32,1,"6' 2""",200 lbs.,--,Orthodox,"Nov 18, 1974",0.33,0.33,2.64,0.11,0.00,0.00,0.00,0
Stephanie Frausto,0.533333333,15,8,7,0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 20, 1990",1.43,0.21,3.57,0.60,0.00,0.00,0.00,0
Masakatsu Funaki,0.722222222,54,39,13,2,"6' 0""",185 lbs.,--,Southpaw,"Mar 13, 1969",1.82,0.68,2.92,0.35,0.00,0.00,0.00,5.5
Keisuke Fujiwara,0.5,34,17,12,5,"5' 6""",139 lbs.,--,Switch,--,0.73,0.44,1.20,0.47,0.00,0.00,0.23,2.5
Jair Farias,0.909090909,11,10,1,0,"6' 1""",145 lbs.,"76""",Orthodox,"Mar 16, 1993",3.8,0.39,5.33,0.51,0.00,0.00,0.41,0
Andre Fili,0.676470588,34,23,11,0 (1 NC),"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3
Josh Ferguson,0.666666667,15,10,5,0,"5' 5""",125 lbs.,--,Orthodox,"May 13, 1988",2.13,0.43,4.18,0.32,0.59,0.11,0.54,0
Zane Frazier,0.266666667,15,4,11,0,"6' 5""",250 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jussier Formiga,0.741935484,31,23,8,0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6
Tony Ferguson,0.722222222,36,26,10,0,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",4.94,0.45,4.41,0.55,0.39,0.35,0.67,0.9
Mal Foki,0.5,10,5,5,0,"5' 7""",220 lbs.,--,Orthodox,--,2.86,0.14,14.29,0.54,0.00,0.00,0.00,0
Edward Faaloloto,0.285714286,7,2,5,0,--,155 lbs.,"70""",Orthodox,"Jul 15, 1984",2.28,0.32,6.25,0.44,1.01,0.25,0.33,0
Diego Ferreira,0.782608696,23,18,5,0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.66,0.37,3.42,0.56,0.71,0.22,0.63,0.7
Alex Garcia,0.714285714,21,15,6,0,"5' 9""",170 lbs.,"72""",Orthodox,"Jul 14, 1987",1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1
Fernie Garcia,0.666666667,15,10,5,0,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 12, 1992",2.04,0.34,3.79,0.48,0.28,0.50,0.50,0.6
Gabe Green,0.6875,16,11,5,0,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",6.28,0.45,6.95,0.47,0.83,0.50,0.53,0.3
Andre Gusmao,0.666666667,9,6,3,0,"6' 0""",205 lbs.,--,Orthodox,"May 19, 1977",2.79,0.43,3.28,0.60,0.00,0.00,0.60,0
Thomas Gifford,0.608695652,23,14,9,0 (2 NC),"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,0.37,6.45,0.37,0.50,0.33,0.33,0
Joseph Gigliotti,0.777777778,9,7,2,0,"5' 11""",185 lbs.,--,Orthodox,"Aug 13, 1993",1.04,0.39,2.92,0.45,1.56,1.00,0.50,0.8
Kevin Gray,0.692307692,13,9,4,0,"5' 4""",125 lbs.,"67""",Orthodox,"May 03, 1985",3.45,0.62,4.48,0.66,0.00,0.00,0.00,0
Manuel Gaxhja,1,7,7,0,0,"5' 8""",155 lbs.,--,Switch,"Jul 23, 1997",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Fabio Gurgel,0.6,5,3,2,0,"6' 0""",205 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Hugo Govea,0,1,0,1,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jason Glaza,0.6,5,3,2,0,"6' 0""",230 lbs.,--,,--,4.34,0.54,0.43,0.40,4.34,1.00,0.00,4.3
Charalampos Grigoriou,0.666666667,12,8,4,0,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 31, 1992",2.13,0.40,5.56,0.46,3.75,0.80,1.00,0
Leonardo Guimaraes,0.6875,16,11,5,0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",2.35,0.56,2.99,0.44,0.00,0.00,0.52,1
Clay Guida,0.644067797,59,38,21,0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2.64,0.33,3.01,0.61,3.13,0.36,0.67,0.6
Renzo Gracie,0.65,20,13,7,1 (1 NC),"5' 10""",185 lbs.,--,Orthodox,"Mar 11, 1967",1.71,0.41,1.67,0.55,1.13,0.20,0.40,0.8
Wang Guan,0.909090909,22,20,1,1,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 14, 1986",4.73,0.43,3.27,0.60,0.00,0.00,0.00,0
Amiran Gogoladze,0.823529412,17,14,3,0,"6' 1""",170 lbs.,"74""",Switch,"Dec 09, 1997",1.64,0.66,0.82,0.00,0.00,0.00,0.00,0
Bob Gilstrap,0.416666667,12,5,7,0,"6' 3""",200 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Eddie Gordon,0.666666667,12,8,4,0,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 22, 1983",2.03,0.32,2.57,0.60,1.93,0.83,0.63,0
Tiki Ghosn,0.555555556,18,10,7,1,"5' 10""",170 lbs.,--,Orthodox,"Feb 09, 1977",2.78,0.46,2.94,0.58,0.41,0.50,0.61,0
Miranda Granger,0.7,10,7,3,0,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 13, 1992",2.79,0.47,2.57,0.57,0.00,0.00,0.33,0
Maxim Grishin,0.727272727,44,32,10,2,"6' 3""",205 lbs.,"78""",Orthodox,"May 02, 1984",3.26,0.52,2.27,0.58,0.21,0.16,0.66,0
Nandor Guelmino,0.647058824,17,11,5,1,"6' 3""",230 lbs.,--,,"Dec 20, 1975",3.62,0.56,3.16,0.33,0.00,0.00,0.42,0
Jorge Gurgel,0.583333333,24,14,10,0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,0.32,3.62,0.62,0.81,0.23,0.60,0.5
Marcos Galvao,0.666666667,27,18,8,1,"5' 7""",135 lbs.,--,Orthodox,"Jun 23, 1981",1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1
Justin Governale,0.5,10,5,5,0,--,145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Rafa Garcia,0.842105263,19,16,3,0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",4.19,0.42,4.21,0.61,3.61,0.44,0.79,0.3
Trevin Giles,0.727272727,22,16,6,0,"6' 0""",170 lbs.,"74""",Orthodox,"Aug 06, 1992",3.27,0.55,2.22,0.58,1.19,0.50,0.71,0.3
Willie Gates,0.631578947,19,12,7,0,"5' 8""",125 lbs.,"72""",Orthodox,"Jan 21, 1987",1.8,0.38,4.28,0.38,0.00,0.00,0.67,0.4
Jason Gonzalez,0.6875,16,11,5,0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990",3.06,0.39,3.13,0.58,0.00,0.00,0.30,1
Joey Gomez,0.875,8,7,1,0,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989",3.73,0.49,3.33,0.50,2.00,0.28,0.00,0
Sean Gannon,0.666666667,3,2,1,0,"6' 3""",265 lbs.,--,Southpaw,--,0,0.00,6.38,0.28,0.00,0.00,0.50,0
Lance Gibson,0.444444444,9,4,5,0,"5' 9""",185 lbs.,--,Orthodox,"Nov 20, 1970",1.21,0.75,6.44,0.20,0.00,0.00,0.00,0
Shelton Graves,0.7,10,7,3,0,"6' 2""",255 lbs.,"76""",Southpaw,"Oct 23, 1985",2.19,0.69,0.81,0.33,4.86,0.57,0.00,0
Steve Garcia,0.75,20,15,5,0,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",4.85,0.56,2.40,0.46,1.31,0.44,0.88,0.7
Loopy Godinez,0.75,16,12,4,0,"5' 2""",115 lbs.,"61""",Orthodox,"Sep 06, 1993",4.13,0.48,3.58,0.63,3.04,0.46,0.84,1
Azamat Gashimov,0.727272727,11,8,3,0,"5' 6""",125 lbs.,--,Orthodox,"Apr 07, 1990",1.24,0.21,4.75,0.53,1.69,0.25,0.00,0
Alexander Gustafsson,0.692307692,26,18,8,0,"6' 5""",205 lbs.,"79""",Orthodox,"Jan 15, 1987",4.03,0.40,3.53,0.51,1.53,0.39,0.83,0.4
Jennifer Gonzalez,0.722222222,18,13,5,0,"5' 2""",125 lbs.,--,,"Mar 22, 1986",0,0.00,0.00,0.00,0.00,0.00,0.00,0
David Gomez,0.333333333,3,1,2,0,--,155 lbs.,--,,"Aug 08, 1983",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Pearl Gonzalez,0.666666667,9,6,3,0,"5' 4""",115 lbs.,--,Orthodox,"Aug 12, 1986",2.23,0.37,4.07,0.57,1.04,0.11,0.00,0.5
Yanis Ghemmouri,0.857142857,14,12,2,0,"5' 9""",135 lbs.,"69""",Orthodox,"Jan 24, 1995",2.27,0.38,4.22,0.40,0.00,0.00,0.00,0
Gregor Gillespie,0.933333333,15,14,1,0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.74,0.52,2.30,0.57,6.86,0.48,1.00,0.8
Matt Grice,0.75,20,15,5,0,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981",4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5
Chase Gormley,0.7,20,14,6,0 (1 NC),"6' 3""",265 lbs.,--,Orthodox,--,3.6,0.42,6.03,0.44,3.12,0.42,0.00,1
Royce Gracie,0.75,20,15,2,3,"6' 1""",175 lbs.,--,Southpaw,"Dec 12, 1966",0.88,0.41,1.13,0.37,0.00,0.00,0.66,0.8
Daniel Gracie,0.5,10,5,4,1,"6' 2""",225 lbs.,--,Orthodox,--,1.9,0.38,1.33,0.59,0.36,1.00,0.80,2.1
Junye Gao,0.612903226,31,19,12,0,--,125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
